FIGHTER_NAME,WINS,LOSSES,DRAWS,NO_CONTESTS,HEIGHT_CM,WEIGHT_KG,REACH_CM,STANCE,BIRTHDAY,SLPM,STR_ACC,SAPM,STR_DEF,TD_AVG,TD_ACC,TD_DEF,SUB_AVG,URL
"Eddy Ellis",21,16,1,1,175.26,77.110640,,Orthodox,,3.40,69,1.53,68,4.00,66,50,2.0,"http://ufcstats.com/fighter-details/e60d773a0a42048a"
"Lisa Ellis",15,11,0,0,162.56,52.163080,,,1982-11-15,1.68,48,2.32,57,4.19,63,50,0.6,"http://ufcstats.com/fighter-details/77350fd0e6d1dba8"
"Anna Elmose",3,2,0,0,160.02,52.163080,,Orthodox,1984-10-06,3.68,49,4.64,56,0.00,0,33,0.0,"http://ufcstats.com/fighter-details/1536a25e16fc299b"
"Cameron Else",10,6,0,0,175.26,61.234920,180.34,Switch,1987-04-27,1.99,40,8.09,51,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/5f3da9a9610d8969"
"Aaron Ely",5,2,0,0,172.72,61.234920,,,1989-03-18,0.82,15,0.66,69,2.47,100,50,4.9,"http://ufcstats.com/fighter-details/1741343f0ca34dd5"
"Sovannahry Em",3,1,0,0,162.56,61.234920,,,1992-06-26,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/45c8fed13a62fe92"
"Ramazan Emeev",20,6,0,0,177.80,77.110640,193.04,Southpaw,1987-05-23,2.53,45,2.14,65,2.37,29,66,0.7,"http://ufcstats.com/fighter-details/abd5fb12437eda21"
"Aleksander Emelianenko",23,7,0,0,198.12,115.665960,,Orthodox,1981-08-02,2.75,41,1.70,65,2.32,72,66,0.9,"http://ufcstats.com/fighter-details/f54200f1dfb9b5d4"
"Fedor Emelianenko",36,5,0,1,182.88,104.326160,187.96,Orthodox,1976-09-28,3.18,51,1.00,63,2.00,63,82,1.9,"http://ufcstats.com/fighter-details/b8da6f5c80ae2d15"
"Rob Emerson",18,12,0,1,175.26,70.306760,177.80,Orthodox,1981-07-30,2.50,30,2.83,64,2.02,52,65,0.4,"http://ufcstats.com/fighter-details/dc0f07928009a127"
"Jamall Emmers",20,7,0,0,177.80,65.770840,187.96,Orthodox,1989-07-24,5.10,48,3.79,57,1.96,40,90,0.2,"http://ufcstats.com/fighter-details/e00a3dee329a51f7"
"Josh Emmett",19,4,0,0,167.64,65.770840,177.80,Orthodox,1985-03-04,4.04,36,4.61,61,0.91,37,46,0.1,"http://ufcstats.com/fighter-details/fba03cd6cc28dc41"
"Marius Enache",3,3,0,0,180.34,70.306760,,,1975-10-16,1.71,34,0.66,84,3.94,100,0,3.9,"http://ufcstats.com/fighter-details/e3f443e4cbc3da8f"
"Kevin Engel",5,1,0,0,187.96,77.110640,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/d2f310b5b072e986"
"Kolton Englund",9,4,0,0,177.80,70.306760,175.26,Orthodox,1993-07-09,2.31,25,11.54,40,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/4122da4f791b2f4f"
"Oliver Enkamp",7,2,0,0,182.88,77.110640,195.58,Switch,1991-08-10,2.38,36,3.55,37,0.87,16,0,0.0,"http://ufcstats.com/fighter-details/330bafba312face4"
"Alex Enlund",14,2,0,1,177.80,65.770840,,Orthodox,1987-05-27,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/d238217e0f8ea8e1"
"Kenny Ento",14,15,0,0,187.96,87.089664,,,,8.41,79,0.00,100,5.49,100,0,11.0,"http://ufcstats.com/fighter-details/daf9be103c1edbbd"
"Ian Entwistle",9,3,0,0,165.10,61.234920,,Orthodox,1986-11-19,0.11,7,7.36,31,0.00,0,0,12.1,"http://ufcstats.com/fighter-details/d7adfcfdf7c6c1f8"
"Andy Enz",10,4,0,0,190.50,83.914520,198.12,Orthodox,1991-08-15,3.51,23,5.32,57,0.00,0,58,0.0,"http://ufcstats.com/fighter-details/993d385f5a475375"
"Won Jin Eoh",5,5,1,0,170.18,72.574720,,Orthodox,,3.74,44,3.58,46,0.00,0,50,0.0,"http://ufcstats.com/fighter-details/bc7cf284c1c2f16e"
"Josh Epps",6,7,0,0,,58.966960,,,1986-08-23,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/984b0c4c6e773a1c"
"Steve Erceg",12,1,0,0,172.72,56.699000,172.72,Orthodox,1995-07-27,4.57,48,3.64,55,1.69,30,77,0.8,"http://ufcstats.com/fighter-details/32ab52e5de93092d"
"Tom Erikson",9,4,1,0,190.50,127.005760,,Orthodox,,0.94,47,1.87,25,4.68,60,100,6.2,"http://ufcstats.com/fighter-details/7b9a85e5ff31ef47"
"Konstantin Erokhin",9,3,0,0,180.34,104.326160,,Orthodox,1983-01-31,1.07,36,1.83,47,0.00,0,70,0.0,"http://ufcstats.com/fighter-details/22061ff217907c78"
"Julian Erosa",28,12,0,0,185.42,65.770840,187.96,Southpaw,1989-07-31,6.22,48,6.35,47,1.66,46,61,0.6,"http://ufcstats.com/fighter-details/902ec2cc48c8ae8a"
"Jarno Errens",13,5,1,0,180.34,65.770840,185.42,Orthodox,1994-11-17,1.67,38,2.93,52,0.00,0,33,0.5,"http://ufcstats.com/fighter-details/082eba4cd80f736f"
"Nick Ertl",8,6,0,0,175.26,70.306760,,,,1.34,69,1.59,41,1.88,50,0,0.0,"http://ufcstats.com/fighter-details/74061adb224be3cc"
"Chel Erwin-Davis",5,1,0,0,182.88,77.110640,,,,4.06,54,1.13,61,4.25,100,50,1.4,"http://ufcstats.com/fighter-details/c26ea30823f37316"
"Bobby Escalante",5,6,0,0,,58.966960,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/f7ede18b4ec4ec1f"
"Eric Esch",15,10,1,0,180.34,158.757200,,Orthodox,1968-08-03,3.07,71,1.74,43,0.00,0,0,2.0,"http://ufcstats.com/fighter-details/0e4daed84a8f39a6"
"Pro Escobedo",1,0,0,0,,92.986360,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/b36874652ed7715d"
"Cole Escovedo",17,9,0,0,170.18,61.234920,182.88,Orthodox,1981-08-30,1.77,43,4.32,49,0.43,33,13,0.0,"http://ufcstats.com/fighter-details/5df17b3620145578"
"Efrain Escudero",28,12,0,0,175.26,70.306760,180.34,Orthodox,1986-01-15,2.92,44,2.30,63,1.31,40,66,0.8,"http://ufcstats.com/fighter-details/83fd97284f4bb4a4"
"Evan Esguerra",8,7,0,1,,65.770840,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/ed220e87bef0cc64"
"Carla Esparza",20,7,0,0,154.94,52.163080,160.02,Orthodox,1987-10-10,2.16,40,2.69,55,3.22,35,47,0.3,"http://ufcstats.com/fighter-details/d910665038efc639"
"Juan Espino",11,2,0,0,190.50,115.665960,203.20,Orthodox,1980-10-09,2.38,70,1.95,40,8.93,78,50,2.4,"http://ufcstats.com/fighter-details/ccf5dc41417e9daf"
"Jordan Espinosa",15,9,0,1,167.64,56.699000,175.26,Orthodox,1989-11-08,4.22,52,2.94,57,0.75,28,70,0.2,"http://ufcstats.com/fighter-details/215a70f073a7b726"
"Jodie Esquibel",6,6,0,0,154.94,52.163080,162.56,Orthodox,1986-05-07,4.10,31,7.37,52,0.75,21,83,0.0,"http://ufcstats.com/fighter-details/411539901068522f"
"Rafael Estevam",12,0,0,0,172.72,56.699000,175.26,Orthodox,1996-08-10,2.94,64,3.35,34,3.35,19,0,0.7,"http://ufcstats.com/fighter-details/83455a9d17f57dae"
"Achilles Estremadura",7,1,0,0,177.80,70.306760,172.72,Orthodox,1992-03-11,3.20,43,3.27,70,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/41f3cfdab0b22236"
"Shaun Etchell",7,3,0,0,170.18,56.699000,172.72,Switch,1993-08-05,0.00,0,0.00,0,4.37,100,100,0.0,"http://ufcstats.com/fighter-details/ea9bfe9c25037bba"
"Terry Etim",16,5,0,0,185.42,70.306760,185.42,Orthodox,1986-01-11,2.16,35,2.53,67,0.43,30,39,1.4,"http://ufcstats.com/fighter-details/33011768c3c4dc9a"
"Fred Ettish",1,1,0,0,182.88,81.646560,,Southpaw,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/8d5daf67983b65ba"
"Scott Ettling",4,2,0,0,,61.234920,,,,0.00,0,0.54,83,8.04,100,0,0.0,"http://ufcstats.com/fighter-details/74b5736f1df40be3"
"Sijara Eubanks",8,7,0,0,162.56,56.699000,170.18,Orthodox,1985-04-27,4.30,43,3.43,57,1.90,44,66,0.3,"http://ufcstats.com/fighter-details/4234f0097c83fa62"
"Billy Evangelista",13,3,0,1,172.72,70.306760,172.72,Orthodox,1980-10-07,4.51,40,3.96,61,1.60,19,61,0.2,"http://ufcstats.com/fighter-details/9766ed20b68c7c33"
"Rashad Evans",19,8,1,0,182.88,92.986360,190.50,Orthodox,1979-09-25,2.14,37,2.42,63,2.98,44,73,0.0,"http://ufcstats.com/fighter-details/ee779c43a8926d52"
"Doug Evans",13,10,0,0,175.26,70.306760,,Orthodox,1980-10-10,1.79,35,2.55,55,3.19,83,69,0.6,"http://ufcstats.com/fighter-details/d3de4a24f7eefac8"
"Ashlee Evans-Smith",6,6,0,0,172.72,61.234920,170.18,Orthodox,1987-07-09,4.03,34,4.59,53,0.95,22,50,0.0,"http://ufcstats.com/fighter-details/fc6e681bf6658faf"
"Dan Evensen",11,4,0,0,190.50,113.398000,,Orthodox,1974-06-01,0.27,10,3.86,38,0.00,0,0,4.0,"http://ufcstats.com/fighter-details/dd8aec6de7035943"
"Tonya Evinger",19,8,0,1,170.18,61.234920,177.80,Orthodox,1981-06-04,1.16,42,4.02,38,0.93,30,33,0.9,"http://ufcstats.com/fighter-details/b12a1d19ee383b7c"
"Movsar Evloev",18,0,0,0,170.18,65.770840,182.88,Orthodox,1994-02-11,4.43,48,2.89,61,4.75,46,71,0.2,"http://ufcstats.com/fighter-details/76e2870ffafbe38f"
"Andre Ewell",17,9,0,0,172.72,65.770840,190.50,Southpaw,1988-01-21,4.28,40,4.87,51,0.36,75,72,0.1,"http://ufcstats.com/fighter-details/5f6f049d54728e88"
"Neal Ewing",6,0,0,0,,83.914520,,,1985-09-30,2.27,60,1.93,48,5.00,62,0,0.0,"http://ufcstats.com/fighter-details/0798f558681d0eb5"
"Jessica Eye",15,11,0,1,167.64,56.699000,167.64,Orthodox,1986-07-27,3.86,37,4.19,55,0.58,40,57,0.5,"http://ufcstats.com/fighter-details/f72465a784c1b084"
"Edward Faaloloto",2,5,0,0,,70.306760,177.80,Orthodox,1984-07-15,2.28,32,6.25,44,1.01,25,33,0.0,"http://ufcstats.com/fighter-details/6224e8d0a34264eb"
"Urijah Faber",35,11,0,0,167.64,61.234920,170.18,Orthodox,1979-05-14,2.65,40,2.59,64,1.54,30,58,0.8,"http://ufcstats.com/fighter-details/78114b7199cef90c"
"Melinda Fabian",4,4,2,0,167.64,56.699000,167.64,Orthodox,1987-06-25,4.03,41,4.00,62,0.00,0,100,0.0,"http://ufcstats.com/fighter-details/8c020156779f7888"
"Wagnney Fabiano",16,4,0,0,167.64,65.770840,175.26,Southpaw,1975-07-14,1.19,38,0.66,70,3.44,64,100,0.4,"http://ufcstats.com/fighter-details/40389d39a92f5bfa"
"Bartosz Fabinski",15,5,0,0,182.88,77.110640,190.50,Orthodox,1986-04-26,2.23,68,1.46,51,7.10,70,80,0.0,"http://ufcstats.com/fighter-details/e17ac6410c8377f4"
"Ron Faircloth",33,20,0,1,175.26,92.986360,,Orthodox,1979-08-16,0.39,40,8.90,42,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/453ee00c3e1ae9dd"
"Jason Fairn",4,5,0,0,185.42,104.326160,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/adea9f0090aa8e14"
"Zarah Fairn",6,6,0,0,172.72,61.234920,182.88,Orthodox,1983-12-10,4.55,31,7.40,45,0.00,0,60,0.0,"http://ufcstats.com/fighter-details/862b0b3375aa4b6e"
"Rinat Fakhretdinov",21,1,1,0,182.88,77.110640,187.96,Orthodox,1991-09-28,4.05,56,2.16,52,4.25,46,100,0.3,"http://ufcstats.com/fighter-details/8f765fd5775a8873"
"Maiquel Falcao",37,10,0,1,180.34,83.914520,,Orthodox,1981-03-08,1.67,55,0.53,86,1.00,100,71,3.0,"http://ufcstats.com/fighter-details/d58478ded5534695"
"Pedro Falcao",15,3,0,0,167.64,61.234920,167.64,Orthodox,1992-07-30,3.02,60,0.57,65,3.23,60,83,0.0,"http://ufcstats.com/fighter-details/f7be1db194e03d7e"
"Brodie Farber",16,7,0,0,185.42,77.110640,,Orthodox,1980-07-05,1.69,45,2.17,53,0.90,50,20,0.9,"http://ufcstats.com/fighter-details/91d73ee59347ac16"
"Joao Paulo Faria",1,1,0,0,175.26,70.306760,,,,6.69,64,2.09,85,1.25,50,0,1.2,"http://ufcstats.com/fighter-details/04e9955f33e0c267"
"Kalindra Faria",18,8,1,0,170.18,56.699000,,Switch,1986-07-23,2.23,56,1.44,45,1.31,66,20,0.7,"http://ufcstats.com/fighter-details/27b164b0d1833df0"
"Jair Farias",10,1,0,0,185.42,65.770840,193.04,Orthodox,1993-03-16,3.80,39,5.33,51,0.00,0,41,0.0,"http://ufcstats.com/fighter-details/431262bbc69215dc"
"Chance Farrar",8,3,0,1,175.26,65.770840,,Southpaw,1975-09-11,0.81,22,2.21,67,3.02,100,0,0.0,"http://ufcstats.com/fighter-details/49c7236c737d7e59"
"Rico Farrington",7,3,0,0,193.04,77.110640,200.66,Southpaw,1989-06-19,6.33,41,7.20,51,0.00,0,20,0.0,"http://ufcstats.com/fighter-details/f89e6e66b9b112de"
"Kelly Faszholz",4,2,0,0,172.72,61.234920,,Orthodox,1985-04-09,4.01,48,3.61,52,0.00,0,44,0.0,"http://ufcstats.com/fighter-details/9c42a0de8e012870"
"Rodney Faverus",25,20,3,1,182.88,97.522280,,Southpaw,,2.30,53,1.60,54,4.50,100,25,0.0,"http://ufcstats.com/fighter-details/5af26b3201690d29"
"Paul Felder",17,6,0,0,180.34,70.306760,177.80,Orthodox,1984-04-25,3.70,44,3.44,48,0.29,28,64,0.2,"http://ufcstats.com/fighter-details/e5010b1b94ca5755"
"Carlos Felipe",11,2,0,0,182.88,111.130040,190.50,Orthodox,1995-01-12,4.88,45,5.60,50,0.00,0,72,0.0,"http://ufcstats.com/fighter-details/a2ea77e974c5889f"
"JP Felty",4,5,0,0,,77.110640,,,1979-04-28,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/954e3f4e2b0e6510"
"Feng Pengchao",15,9,1,0,,61.234920,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/86597694317e5e1b"
"Kevin Ferguson",5,2,0,1,187.96,106.594120,195.58,Orthodox,1974-02-08,2.30,50,3.41,38,3.10,72,36,1.2,"http://ufcstats.com/fighter-details/27541033b97c076d"
"Rhadi Ferguson",3,0,0,0,170.18,92.986360,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/15f4550e017f6c7d"
"Tony Ferguson",26,10,0,0,180.34,70.306760,193.04,Orthodox,1984-02-12,4.94,45,4.41,55,0.39,35,67,0.9,"http://ufcstats.com/fighter-details/22a92d7f62195791"
"Josh Ferguson",10,5,0,0,165.10,56.699000,,Orthodox,1988-05-13,2.13,43,4.18,32,0.59,11,54,0.0,"http://ufcstats.com/fighter-details/b0f316c60f8d3b47"
"CJ Fernandes",14,8,3,0,187.96,77.110640,,,1977-11-13,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/979f7edbb6980b0d"
"Bibiano Fernandes",20,3,0,0,170.18,63.049288,,Orthodox,1980-03-30,2.91,40,2.02,72,3.97,53,77,0.6,"http://ufcstats.com/fighter-details/cbc071cb20ea59c7"
"Gabriella Fernandes",8,3,0,0,167.64,56.699000,167.64,Southpaw,1993-08-13,1.63,47,2.70,47,0.00,0,61,0.0,"http://ufcstats.com/fighter-details/a6eb54ae17a551be"
"Kaue Fernandes",8,2,0,0,175.26,70.306760,185.42,Orthodox,1995-03-17,1.53,54,0.87,59,1.00,100,62,0.0,"http://ufcstats.com/fighter-details/ec13c393d029297d"
"Emily Fernandez",0,0,0,0,,,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/7ee1babb99f30115"
"Lucas Fernando",9,2,0,0,190.50,83.914520,203.20,,1997-01-10,1.87,51,4.73,38,3.00,30,0,1.0,"http://ufcstats.com/fighter-details/3df223aeaacecf3f"
"Alexandre Ferreira",18,6,0,0,170.18,92.986360,,Orthodox,1979-04-25,2.57,60,8.14,42,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/28ba5f27e473420c"
"Cezar Ferreira",13,8,0,0,185.42,83.914520,198.12,Southpaw,1985-02-15,1.90,42,2.44,53,2.69,53,84,0.5,"http://ufcstats.com/fighter-details/dbc17725b887860a"
"Diego Ferreira",18,5,0,0,175.26,70.306760,187.96,Orthodox,1985-01-18,4.66,37,3.42,56,0.71,22,63,0.7,"http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc"
"Erisson Ferreira",12,2,0,0,167.64,56.699000,177.80,Orthodox,1991-05-03,1.75,32,2.75,56,1.11,100,66,1.7,"http://ufcstats.com/fighter-details/1c2a8915f8431507"
"Brunno Ferreira",11,1,0,0,177.80,83.914520,182.88,Orthodox,1992-11-04,5.00,50,4.17,48,1.25,16,66,0.0,"http://ufcstats.com/fighter-details/1e719d4b676dc19a"
"Scott Ferrozzo",4,2,0,0,180.34,146.510216,,Orthodox,1965-04-26,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/977081bc01197656"
"Timo Feucht",8,1,0,0,190.50,92.986360,200.66,Orthodox,1996-01-18,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/8c21eb9fd7c4c203"
"Andre Fialho",16,8,0,1,182.88,77.110640,187.96,Orthodox,1994-04-07,3.30,41,6.26,45,0.25,100,66,0.0,"http://ufcstats.com/fighter-details/33efaf2d0941cfcf"
"Drew Fickett",42,21,0,0,177.80,70.306760,177.80,Orthodox,1979-12-14,2.33,41,2.29,57,1.30,35,30,2.2,"http://ufcstats.com/fighter-details/d814f5192e58fb2f"
"Scott Fiedler",0,1,0,0,193.04,106.594120,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/0ec821423baa26bd"
"Ron Fields",28,32,1,0,187.96,90.718400,,Orthodox,1974-11-18,0.33,33,2.64,11,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/6e380a4d73ab4f0e"
"Michal Figlak",8,1,0,0,177.80,70.306760,177.80,Orthodox,1996-08-15,1.87,29,4.00,44,1.00,20,57,0.0,"http://ufcstats.com/fighter-details/b4c57a8c2b773e82"
"Deiveson Figueiredo",22,3,1,0,165.10,61.234920,172.72,Orthodox,1987-12-18,3.08,55,3.46,51,1.65,44,58,1.6,"http://ufcstats.com/fighter-details/aa72b0f831d0bfe5"
"Francisco Figueiredo",13,5,1,1,167.64,56.699000,172.72,Southpaw,1989-10-23,2.04,61,2.59,61,2.51,75,76,0.4,"http://ufcstats.com/fighter-details/cdadae5363b66eef"
"Anthony Figueroa",11,8,1,0,162.56,61.234920,,Orthodox,,2.37,48,3.77,49,0.00,0,58,0.0,"http://ufcstats.com/fighter-details/daff32bc96d1eabf"
"Edwin Figueroa",9,5,0,0,170.18,61.234920,175.26,Orthodox,1984-07-31,2.57,39,3.06,51,0.20,100,37,0.6,"http://ufcstats.com/fighter-details/bbfca6d5c27d9cd8"
"Paulo Filho",23,6,3,0,172.72,83.914520,,Southpaw,1978-05-24,1.86,48,1.67,66,2.40,32,42,1.6,"http://ufcstats.com/fighter-details/2abdead94ce73552"
"Jafel Filho",16,3,0,0,170.18,56.699000,172.72,Orthodox,1993-05-05,2.36,41,2.00,47,1.77,33,55,2.6,"http://ufcstats.com/fighter-details/65adf3856c4d9256"
"Andre Fili",23,11,0,1,180.34,65.770840,187.96,Orthodox,1990-06-25,3.85,37,4.11,51,2.16,47,69,0.3,"http://ufcstats.com/fighter-details/8fd808923cffff82"
"Mirko Filipovic",35,11,2,1,187.96,104.326160,185.42,Southpaw,1974-09-10,2.11,50,1.89,63,0.19,40,78,0.3,"http://ufcstats.com/fighter-details/c32fb8c0f6471a4d"
"Brady Fink",2,3,0,0,182.88,83.007336,,Orthodox,,1.69,41,1.69,61,3.63,25,0,3.6,"http://ufcstats.com/fighter-details/997b4f52f76a0b53"
"Jesse Finney",5,1,0,0,182.88,77.110640,,,1974-07-11,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/0496cdac0bc9edd8"
"Jan Finney",11,12,0,0,172.72,61.234920,,Orthodox,,2.16,28,8.75,42,0.77,11,25,0.0,"http://ufcstats.com/fighter-details/3317823959d32a05"
"Torrez Finney",7,0,0,0,172.72,83.914520,190.50,Orthodox,1998-10-24,0.91,58,2.33,47,13.61,63,0,3.9,"http://ufcstats.com/fighter-details/fbb60f24af5d5a02"
"Luigi Fioravanti",26,15,0,0,172.72,77.110640,177.80,Orthodox,1981-01-22,2.23,42,2.21,69,3.76,63,67,0.9,"http://ufcstats.com/fighter-details/9583662df31d943f"
"Nick Fiore",6,2,0,0,177.80,70.306760,182.88,Orthodox,1997-12-10,2.83,46,7.93,42,2.50,45,71,0.0,"http://ufcstats.com/fighter-details/036e96c1c12b8a59"
"Manon Fiorot",11,1,0,0,170.18,56.699000,165.10,Orthodox,1990-02-17,6.05,39,3.31,69,1.36,46,91,0.0,"http://ufcstats.com/fighter-details/34ff304266360297"
"Luiz Firmino",19,8,0,0,167.64,69.853168,,Orthodox,1982-03-18,1.23,50,1.22,51,3.86,45,20,0.9,"http://ufcstats.com/fighter-details/16d09e800ad7ec79"
"Spencer Fisher",24,9,0,0,170.18,70.306760,172.72,Southpaw,1976-05-09,3.17,43,3.03,64,0.67,30,60,0.8,"http://ufcstats.com/fighter-details/f34312c2ccfa0e00"
"Chris Fishgold",18,4,1,0,172.72,65.770840,172.72,Orthodox,1992-06-06,2.01,32,2.70,46,2.59,46,44,1.3,"http://ufcstats.com/fighter-details/bebb4ae55ac2bf6f"
"Bryanna Fissori",2,4,0,0,162.56,65.770840,,,,1.40,46,1.20,57,2.00,25,50,0.0,"http://ufcstats.com/fighter-details/5517bd590dbbe1f8"
"Jon Fitch",30,7,1,1,182.88,77.110640,187.96,Orthodox,1978-02-24,2.61,50,1.65,54,3.60,51,56,0.8,"http://ufcstats.com/fighter-details/6f018c039b4d5d80"
"Isi Fitikefu",6,0,0,0,177.80,92.986360,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/b8dc5fbf8338adc5"
"Rafael Fiziev",12,3,0,0,172.72,70.306760,180.34,Switch,1993-03-05,4.90,51,4.97,49,0.29,40,89,0.0,"http://ufcstats.com/fighter-details/c814b4c899793af6"
"Colin Fletcher",14,8,0,0,187.96,70.306760,,Orthodox,1983-01-08,3.10,34,2.97,62,0.00,0,27,0.0,"http://ufcstats.com/fighter-details/7d09200f6a77b20e"
"AJ Fletcher",10,3,0,0,177.80,77.110640,170.18,Switch,1997-02-18,3.36,49,4.61,46,1.54,35,33,0.9,"http://ufcstats.com/fighter-details/725b1abc9a39d873"
"Jimmy Flick",17,7,0,0,170.18,56.699000,172.72,Orthodox,1990-09-07,1.70,50,5.20,40,1.79,26,0,5.4,"http://ufcstats.com/fighter-details/09e62c450e754913"
"Luke Flores",9,2,0,0,182.88,70.306760,185.42,Southpaw,1988-03-17,1.56,44,1.88,60,0.00,0,40,1.2,"http://ufcstats.com/fighter-details/b5f44dcb863f595b"
"Ty Flores",7,3,0,0,190.50,92.986360,185.42,Switch,1993-12-22,2.00,37,7.80,25,1.00,9,0,0.0,"http://ufcstats.com/fighter-details/4bb0f74d5e26f89a"
"Alejandro Flores",17,3,0,0,177.80,65.770840,185.42,Orthodox,1991-08-06,3.66,40,2.02,54,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/d23d5960ac5e117c"
"Kenny Florian",14,6,0,0,177.80,65.770840,187.96,Southpaw,1976-05-26,2.41,40,1.85,63,2.22,33,60,1.3,"http://ufcstats.com/fighter-details/cb139171ed1b69fe"
"Darrius Flowers",12,7,1,0,175.26,70.306760,180.34,Orthodox,1994-08-25,2.94,54,5.16,43,0.63,20,60,0.0,"http://ufcstats.com/fighter-details/65db4065e2bc107d"
"Cody Floyd",2,0,0,0,,,,,1988-07-18,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/8164250600b7c91b"
"Bobby Flynn",6,4,0,0,,77.110640,,,,0.38,25,0.77,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/c97fc5fbf7d32b8a"
"Caros Fodor",11,6,0,0,175.26,70.306760,187.96,Orthodox,1984-01-07,2.76,54,2.83,54,2.10,25,50,0.0,"http://ufcstats.com/fighter-details/01d2ed8c502e3828"
"Mal Foki",5,5,0,0,170.18,99.790240,,Orthodox,,2.86,14,14.29,54,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/fa534853eb195270"
"Matt Foki",5,4,0,1,170.18,99.790240,,Orthodox,,0.00,0,3.37,56,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/5de61b03868035ff"
"AJ Fonseca",5,4,0,0,162.56,65.770840,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/0adf1aacda5e26ac"
"Rob Font",20,8,0,0,172.72,61.234920,180.34,Orthodox,1987-06-25,5.53,45,3.65,56,0.89,35,46,0.3,"http://ufcstats.com/fighter-details/05339613bf8e9808"
"Claudionor Fontinelle",10,15,1,0,165.10,83.914520,,Orthodox,,2.62,42,10.25,28,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/7a82635ffa9b59fe"
"Jesse Forbes",15,5,0,0,187.96,83.914520,190.50,Southpaw,1984-10-24,2.11,24,4.06,53,1.79,75,66,1.2,"http://ufcstats.com/fighter-details/947eccadb72f4f6f"
"Sterling Ford",15,7,0,0,177.80,70.306760,,,1986-03-12,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/a71ce6ff0b4a9dbb"
"Codale Ford",11,9,0,0,175.26,77.110640,,,1979-05-13,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/5340123d826ceadb"
"Raheam Forest",7,2,0,0,180.34,77.110640,185.42,Switch,1997-07-11,5.32,38,12.15,42,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/90390dd1b0791e7f"
"Jussier Formiga",23,8,0,0,165.10,56.699000,170.18,Orthodox,1985-04-14,1.42,39,2.34,64,1.82,35,87,0.6,"http://ufcstats.com/fighter-details/b102c26727306ab6"
"Renee Forte",8,4,0,0,170.18,70.306760,180.34,Orthodox,1987-03-27,2.08,32,2.12,63,2.32,58,66,0.0,"http://ufcstats.com/fighter-details/44bc27bfa76dcd9e"
"Brianna Fortino",9,3,0,0,152.40,52.163080,157.48,Southpaw,1993-08-04,3.53,41,3.23,57,2.50,45,66,0.0,"http://ufcstats.com/fighter-details/b53c46f613f6f248"
"Marcel Fortuna",9,3,0,0,185.42,92.986360,187.96,Orthodox,1985-10-22,3.83,46,4.52,64,0.45,8,75,0.5,"http://ufcstats.com/fighter-details/d761b3766e38c5db"
"Brian Foster",27,10,0,0,175.26,77.110640,180.34,Orthodox,1984-04-03,3.30,39,1.63,65,3.67,60,37,1.8,"http://ufcstats.com/fighter-details/3dc3022232b79c7a"
